Name,Area,Type,Category,Distance_km,Rating,Reviews,Price_from_GHS,Price_source,Phone,Confirmed_Contact,Amenities,Colleges_nearby,Website,Latitude,Longitude,Google_Maps_URL,Image
Wagyingo Onyx Hostel,Kotei,Hostel,Hostel,1.29,4.4,26,9500,wagyingohostel.com,0549678089,yes,Wi-Fi,Agriculture & Natural Resources,https://www.wagyingohostel.com/,6.6718164,-1.5602573,https://www.google.com/maps/search/?api=1&query=Wagyingo%20Onyx%20Hostel&query_place_id=ChIJrW3emzWV2w8RPUt0e_r8xss,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF1TebwoEfCfiCo8usM-E79978TSwMmTiBsWI6xDwJLQMAYTvPqCfPBtC4m9yfAkPCpuKSBe1JRmd14OP3fJs1pQ0vCRCXf6x9YmGZeHqCDqWuYS2Cdwed-6jCKWEQ-MCy7b-dW=w1920-h1080-k-no
Hydes Hostel,Kotei,Hostel,Hostel,1.46,4.2,90,,,0244372453,yes,,Agriculture & Natural Resources,,6.6705201,-1.559031,https://www.google.com/maps/search/?api=1&query=Hydes%20Hostel&query_place_id=ChIJ9Yxi7YeU2w8RhvYIDglwkIw,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGOrR9eM68NAqQPysLjrjw7BkY3n_3pqHE59HYrH2kJknQvi6bloHOtMyWKV9t_kEMJwYsejaf5C1kDL1Xwy6wolIdlhG31la3O-EG4zCgjXxw4hLTwLU_dP_DtxTqV7gxSFBRsTw=w1920-h1080-k-no
Celia Royale Hostel (Annex),Kotei,Hostel,Hostel,1.82,4.2,5,3030,studentroombook.com,0245970318,yes,,Agriculture & Natural Resources,,6.660762,-1.5625684,https://www.google.com/maps/search/?api=1&query=Celia%20Royale%20Hostel%20(Annex)&query_place_id=ChIJf52OfBWT2w8RquEaOxWVTjU,
Providence Hostel,Kotei,Hostel,Hostel,1.29,4.1,220,,,0276779597,yes,,Agriculture & Natural Resources,,6.6683237,-1.5617072,https://www.google.com/maps/search/?api=1&query=Providence%20Hostel&query_place_id=ChIJeYkYWXyU2w8RXrh-z4ZpbCs,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHVYwVDr8Hs8CagEeem0de1_-lK6mr5C-ILui98-ssPXDbuVuDVlrnhsYYtUo5hRoyyW9XHAa3g29MKDYMhwz8eS2bDC2RsROMKnfQ8cbGYorFgchwWLqTd0BPiA7KIzqvwDY2U=w1920-h1080-k-no
Celia Royale Hostel (Main),Kotei,Hostel,Lodging,1.82,4.1,211,3030,studentroombook.com,0245970318,yes,Wheelchair access,Agriculture & Natural Resources,,6.6603147,-1.5634272,https://www.google.com/maps/search/?api=1&query=Celia%20Royale%20Hostel%20(Main)&query_place_id=ChIJqS-CvoCT2w8RaLWpuYFQ1mA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTQYu62XQV5ufxA9f3AxKHVwtiGJvfYgbb0JNd2kyld4a_48WP19F1wbQPkCCVKhTdE20nE27EcoU6ZjYdu925p1jHWv_3w-sTVi0MZvlRHRmIF0bzH6NA4E4-B-mOlcM1c8MS=w1920-h1080-k-no
Crest Haven Hostel,Kotei,Hostel,Hostel,1.32,4.1,14,,,0245918484,yes,,Agriculture & Natural Resources,,6.6695698,-1.5607709,https://www.google.com/maps/search/?api=1&query=Crest%20Haven%20Hostel&query_place_id=ChIJeyB9c32U2w8RO_QndSUExwQ,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE9XXHQMi3_-HICO_IhUSeq9f1dClRUoxRRY2JJDvGxMoowEUVpe1o6HZxv8abA_2quvTK91lCSvVhPmedYEwJbscPb5a-vjozcFwQXzOZvAYNz71W_gngDoCKfRCnnLejno-canYbfhb_O=w1920-h1080-k-no
Manchester Hostel,Kotei,Hostel,Hostel,1.57,4,152,,,0243844015,yes,,Agriculture & Natural Resources,,6.6697572,-1.5581948,https://www.google.com/maps/search/?api=1&query=Manchester%20Hostel&query_place_id=ChIJ5ULbo4eU2w8R1Nqb9PPWDKY,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGXt0ZJRenKbcyfrVukYqLqRvuUalp9td3WghJ1oF87AWw_3b6TyHBvsuYWlD1JfP8-rHOKw9OBffF_5perJWHfzls0kOJtwT5gcxBkttYyFt0IOGsgDnOZaoRRkUaxbCI_zwM=w1920-h1080-k-no
Rising Sun Hostel,Kotei,Hostel,Hostel,1.04,4,60,,,0245725800,yes,,Agriculture & Natural Resources,,6.6703309,-1.5631326,https://www.google.com/maps/search/?api=1&query=Rising%20Sun%20Hostel&query_place_id=ChIJ_YyY7HyU2w8RrSDLA5gzXbc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxNIikHWEDBicoBC4C_NwEc9XPxXSgIMtvhfv7QCaMXll8TArDpOacMAS9O5RagnmPNcCSrjJ7CUG3PFJAXzLMfi_iKHaLWCphAz1UZzGluuEk7AX12pys3KOph2Mc7J7p3ldlxA=w1920-h1080-k-no
Jecado Hostel,Kotei,Hostel,Hostel,1.08,4,59,,,0243138339,yes,,Agriculture & Natural Resources,,6.6688352,-1.5636605,https://www.google.com/maps/search/?api=1&query=Jecado%20Hostel&query_place_id=ChIJlS5fZnyU2w8R0UgxhJ_OfhA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF8gFYQigIs7N2o0MG-LFdoqWXK-SWkARrrCefrRtf7hlh_6eZK641J0ctzvKf1xjjs_PGNDz_U6qv9ttO_VdGpC9oNz4qmucPIwOsLnYhs1ErwEbQBadgHVgeVkzyBTpJQ_JI=w1920-h1080-k-no
Franco Hostel,Kotei,Hostel,Hostel,1.28,3.9,394,,,0553005120,yes,,Agriculture & Natural Resources,,6.6698132,-1.5610617,https://www.google.com/maps/search/?api=1&query=Franco%20Hostel&query_place_id=ChIJZ9A-DH2U2w8RmR07zPC-tGQ,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEe_OomiN_A-K0Wks4j84WaANKJ7SSDE7Bnpruq5tr5LUONxcQUx1WmyBejXqGMl8t2mt24aln-k7O5C3CQ_HX2mAFIgIsJYQpX_MjlcD_84vJYV0JON279b3q5K8QDIAHZar4OUfhGdhty=w1920-h1080-k-no
Adom Bi Heights,Ayeduase,Hostel,Hostel,1.22,3.9,390,,,0244462754,yes,TV,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6720616,-1.5608042,https://www.google.com/maps/search/?api=1&query=Adom%20Bi%20Heights&query_place_id=ChIJoYBTtWKU2w8ROxAtBXxBce8,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGPWQw8lngtc6z8axpcpTgnoRO87XWQ5YjvfFDzXs3fdo_vJLbAZyqJxKwrpRYB4JXw0h1AIuHGip9nz6w6vrREF-e6IOpESrM2zeAUysp1acO2k5rL02aB7K4QQHHsq7E6x8PAEg=w1920-h1080-k-no
Delisa Hostel,Kotei,Hostel,Hostel,1.48,3.9,342,,,0244282654,yes,,Agriculture & Natural Resources,https://hostelgig.com/,6.6739324,-1.5581986,https://www.google.com/maps/search/?api=1&query=Delisa%20Hostel&query_place_id=ChIJmRtytYmU2w8RtWRVLMO2a24,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHAY4iWWl2i1oGxwyjE7_e0CQqCVUDJNC2hvJM3D8BKIM3zH5aSJvpemfBDs3uFxHoGQ2-y-vtR_S6-W4dNCE1wAZcT16gh7Ie2U4SPPfTCNNy-1eCzsiTaKoKbUlzya0ijONlvsZvp1BMU=w1920-h1080-k-no
Orange Hostel,Kotei,Hostel,Hostel,1.95,3.9,121,,,0244383345,yes,,Agriculture & Natural Resources,,6.6601026,-1.561573,https://www.google.com/maps/search/?api=1&query=Orange%20Hostel&query_place_id=ChIJz5mfZ4CT2w8REv6sV1oWUyo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEjP3fX-PPn4jGAK_QPeAbTGZ8ye8HZsu6FU_LCQBIvmauiU7_pxr9UHpbMwKhTCUGuwq4x-1g9-bnLPIs2R5CZtt1qapV6JcoiaUU6-O2stoAVR8dXgdZsiwd-bLvy-SG5ilN6=w1920-h1080-k-no
Nyame-Mireku Plaza Hostel,Kotei,Hostel,Hostel,1.41,3.9,105,,,0245396040,yes,,Agriculture & Natural Resources,https://hostelgig.com/_hostels/index.php?vh=Nyame%20Mireku%20Plaza%20Hostel,6.6724781,-1.5589623,https://www.google.com/maps/search/?api=1&query=Nyame-Mireku%20Plaza%20Hostel&query_place_id=ChIJpej_EYiU2w8RdZic8tqcDDE,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTm5ws6-0DgnCqoeXKXRWAbN9yhc8eoa_6RrtfwA8vO4WMp0C6s3mKcuZ7fxgb97KAi1W5HzvxznYmcedHUqt-YUwHs2EBipIM9u_-xCLcXdmeXwOs9_DiJTYv4I-tkOe32nTghw=w1920-h1080-k-no
Whitpam A Hostel,Kotei,Hostel,Hostel,1.2,3.9,86,,,0547105598,yes,,Agriculture & Natural Resources,,6.6690089,-1.5622838,https://www.google.com/maps/search/?api=1&query=Whitpam%20A%20Hostel&query_place_id=ChIJp6otDn2U2w8RvabiHMbnLWo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEt8uAz6pgRFObQq_FrVahK1W8wMBPKoh6JDc7nhZjUaBp2MAA8G0FpavFqWbLc5vop8KztVLjz8g4UHT9iXqSQbijI4IwVxGJeYLNyx0CtjLiY1H9jHBtGkRotrFJOfgA5EQvr=w1920-h1080-k-no
THE BEST HOSTEL,Kotei,Hostel,Hostel,1.81,3.9,48,,,0244252764,yes,Backup power | Kitchen | Parking | Security | Self-contained | TV,Agriculture & Natural Resources,,6.6644497,-1.5586524,https://www.google.com/maps/search/?api=1&query=THE%20BEST%20HOSTEL&query_place_id=ChIJq6M-WSeV2w8RvD1TT6yHPG0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEIwd2_8PyvR4f48QqXSuW0yg7avZOh5tVPuN-rfNy3ni8SD2mlXUhlCkjzSyNkNkRlXGppomGwMtboW820zZ0GTrpi93yxCYakFDaELhrp0R50V0jSi5rtYBS8t6kFz-gp7mQw=w1920-h1080-k-no
Johannes Hostel,Kotei,Hostel,Hostel,1.36,3.8,226,,,0248299373,yes,,Agriculture & Natural Resources,,6.666837,-1.561973,https://www.google.com/maps/search/?api=1&query=Johannes%20Hostel&query_place_id=ChIJLwsj1X2U2w8RhpAQIOPfOn8,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFv0SUBa5W1yHQ7VzvS5ENBRKgqezoVlrPupAe1lWr8ZU2ZK8uho5_LVVCP5kpOnz5fEu41OiC2rEsa2Fbe9SdHDA1QXpR5t4jB5O2-W0XjuRKsEb1N15H7uRfGmjiuGV9a462RMQCE_KO_=w1920-h1080-k-no
Long Island Hostel,Kotei,Hostel,Hostel,1.23,3.8,49,,,0534247775,yes,,Agriculture & Natural Resources,,6.6692004,-1.5618433,https://www.google.com/maps/search/?api=1&query=Long%20Island%20Hostel&query_place_id=ChIJi5qyq32U2w8RdZ2LXdqJpWY,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDDoBhxqSb2XyF9G_9WJ8TZhSdLDgD3ki15jltD2d4YDVT5N4g-XJfDelhFKSyLHN67ENfEP20H9qEjwfPc-3UE70mHiTs4jTD_0iZXrx0qerhQjo3gXJZHave_wgDMbeQSncO=w1920-h1080-k-no
Mass Hostel,Kotei,Hostel,Hostel,1.14,3.7,169,,,0203919781,yes,,Agriculture & Natural Resources,https://hostelgig.com/,6.668918,-1.5629074,https://www.google.com/maps/search/?api=1&query=Mass%20Hostel&query_place_id=ChIJA43o9HyU2w8Rm8wv1ka6mOo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFBsfDjqgZ_NfjkfaTignjaA4F7E3AVbNU7rvsUlxhAiLRpx52mAUiWFakWdywJ6wlqJS_qZwGVoSOjFrqsC42SmSq-IjaZaCmnrUpL9nJOxjWiQgWO5WZ3VE9IOKHGnN79HPXyVQ=w1920-h1080-k-no
Happy Family Hostel,Kotei,Hostel,Hostel,1.17,3.7,115,,,0243787505,yes,,Agriculture & Natural Resources,,6.6719121,-1.5613571,https://www.google.com/maps/search/?api=1&query=Happy%20Family%20Hostel&query_place_id=ChIJH9-MMn2U2w8RnyvnhuBZ30E,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGetzGSYW9XK685T1g7JOK1xO2oWI0kvLqiWnvu3fygewTHEbbMaF_jsUsmaXQI5wNPhruKy1qWgvY2sAG-Kwojd9gjOehhmMq8cAgngALegnRkatysRYqQGA7hw48akbdKFAiK=w1920-h1080-k-no
Sompa Hostel,Kotei,Hostel,Student housing center,1.37,3.7,31,,,0246301965,yes,,Agriculture & Natural Resources,,6.6680962,-1.5609572,https://www.google.com/maps/search/?api=1&query=Sompa%20Hostel&query_place_id=ChIJBwiRv32U2w8RzrjHK6onThw,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNKSyBaVZ_MyZw-PAqBXloY2YXrsU1INP-djgCzuU67j5elQElIQu__B5_UiUr9F9ZMNwocGFHSxA6W-VRQnkO9xMpmc02EDcKTpnYETf0-zV116HN4_0ERi7nmmXQit19wrmkbg=w1920-h1080-k-no
No Weapon Hostel,Kotei,Hostel,Hostel,1.85,3.6,182,,,0542633551,yes,,Agriculture & Natural Resources,,6.6672845,-1.5564873,https://www.google.com/maps/search/?api=1&query=No%20Weapon%20Hostel&query_place_id=ChIJI81EzoaU2w8RfKgZfx9GSAo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXJMWWk4LrE0SCyVzRpLEqBEo6QnJuDgpTNW4BL0af6-Uz8SZOgsce8nonge4Q2bxhKCAUudN9jMb4vDolmUdIhMoi11ihb70xLmnFlTXgVR05qqoaMLlUwIiAs07Kcrzlcdc=w1920-h1080-k-no
No Weapon Annex,Kotei,Hostel,Hostel,1.16,3.6,118,,,0542633551,yes,,Agriculture & Natural Resources,https://getrooms.co/hostel/no-weapon,6.6704355,-1.5619707,https://www.google.com/maps/search/?api=1&query=No%20Weapon%20Annex&query_place_id=ChIJYzwtHH2U2w8RcqsO_TzXHbc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHMopBq9laEvUbIoyaTiGDcel-sB7G4JUc3hovTh_-n0zwLy7rPc7RNPpoMzvk-ARJE6rpkYlIwOq-oitcWMwbXlv9c6iawWJnhCzRsxQ8XCSQ_hhl1RbBAoxlRjqZodyZ7Hqw0=w1920-h1080-k-no
Thy Will Be Done Hostel,Kotei,Hostel,Hostel,1.89,3.6,8,2300,getrooms.co,0548486613,yes,Kitchen | Study room | Water | Wi-Fi,Agriculture & Natural Resources,,6.6602721,-1.5622221,https://www.google.com/maps/search/?api=1&query=Thy%20Will%20Be%20Done%20Hostel&query_place_id=ChIJD4KbKkyT2w8RqK3PVahoi7c,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFphQRTisEV-sTTN2WYAflZ-Ytdm135wC-9LCkhsnNAEe5PuibOqJcnbogzKsqP329RvEnvw0HinulieQ26UYbrgCkg4-gztba375lB7LGr8kHo-50Sce06_10TSlMTHMRRnRU=w1920-h1080-k-no
Amen Main Hostel,Kotei,Hostel,Hostel,1.33,3.5,217,3200,getrooms.co,0277460637,yes,Backup power | Kitchen | Security | Study room | Water | Wi-Fi,Agriculture & Natural Resources,https://hostelgig.com/,6.6717611,-1.5598679,https://www.google.com/maps/search/?api=1&query=Amen%20Main%20Hostel&query_place_id=ChIJzR0-VH2U2w8R5U1Qz9XoFQ4,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTPWKw8vXUseTJ_gbQCA1FMGNmqQN-8YefseMmpUBEU7M8qtYEMwvDb9NIzTX4-DE_GIra4pAikqYFWcfhoLtqtVGZywE5IEMe6QHksYkiSMabRWYyBvm8gJTLFrp0UTTeMHJhpQ=w1920-h1080-k-no
Canam Hall,Kotei,Hostel,Hostel,1.26,3.5,96,,,0244991398,yes,Kitchen | Study room | Water,Agriculture & Natural Resources,,6.6692537,-1.5614802,https://www.google.com/maps/search/?api=1&query=Canam%20Hall&query_place_id=ChIJvSeT4MKV2w8RGYZTRsH5lYw,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFlr_mITzLWtpuooz4WZPCqX1SxnCIZbPv8ETqVRNciWEfsvehVb883hdWCcct8v2GnqSxGyr5UXgzYXK3mfQfK5zhV0EkHjHo9ncEfV3y-CC5RKZV-xJm2Fd5a23_eUhm6V6Ub=w1920-h1080-k-no
Jalex Hostel,Kotei,Hostel,Hostel,1.07,3.1,36,,,0208149653,yes,,Agriculture & Natural Resources,,6.6707207,-1.5626466,https://www.google.com/maps/search/?api=1&query=Jalex%20Hostel&query_place_id=ChIJvQL653yU2w8RMqWhj0drCfs,https://lh3.googleusercontent.com/gps-cs-s/APNQkAECMiX7eqdqR3Yb2dxaNEdnKJEYwluAAIdG1LTZ-11c2FiVq1_25CvIOrxX7RVttouarDRpCJKPcXA2l2Rq1H1bRTY2P3hJJAln3N2bk56_zC6zmmGHkrcu0E9wAYQqyf2quOWznG-5oRc=w1920-h1080-k-no
Canam Gold,Kotei,Hostel,Hostel,1,,0,,,0244991398,yes,,Agriculture & Natural Resources,,6.665685,-1.568717,https://www.google.com/maps/search/?api=1&query=Canam%20Gold%20hostel%20KNUST%20Kumasi,
Richbad,Kotei,Hostel,Hostel,0.8,,0,,,0559886768,yes,,Agriculture & Natural Resources,,6.668307,-1.568561,https://www.google.com/maps/search/?api=1&query=Richbad%20hostel%20KNUST%20Kumasi,
Devlaipah,Kotei,Hostel,Hostel,1.7,,0,,,0242861466,yes,,Agriculture & Natural Resources,,6.665949,-1.558661,https://www.google.com/maps/search/?api=1&query=Devlaipah%20hostel%20KNUST%20Kumasi,
Fun XXL,Kotei,Hostel,Hostel,1.6,,0,,,0246612462,yes,,Agriculture & Natural Resources,,6.668895,-1.557809,https://www.google.com/maps/search/?api=1&query=Fun%20XXL%20hostel%20KNUST%20Kumasi,
Kwayekwaa,Kotei,Hostel,Hostel,1.2,,0,,,0244587382,yes,,Agriculture & Natural Resources,,6.664971,-1.566113,https://www.google.com/maps/search/?api=1&query=Kwayekwaa%20hostel%20KNUST%20Kumasi,
Whiten House,Kotei,Hostel,Hostel,1.2,,0,,,0543104061,yes,,Agriculture & Natural Resources,,6.667467,-1.563215,https://www.google.com/maps/search/?api=1&query=Whiten%20House%20hostel%20KNUST%20Kumasi,
ADUTWUMWAA HOSTEL,Kotei,Hostel,Hostel,2.18,5,45,,,+233 53 590 1514,,,Agriculture & Natural Resources,https://katalyma.app/blog/setting-the-pace-how-adutwumwaa-hostel-is-redefining-the-home-away-from-home-experience,6.6672912,-1.5532862,https://www.google.com/maps/search/?api=1&query=ADUTWUMWAA%20HOSTEL&query_place_id=ChIJ11giJ46V2w8RvzsMf6SdXvk,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGmYlVg1dUJpd21FCPPyyQdPHIAWavDn07FCLoFnJJ8jbfvuJDivB9UQ1kqwgAXGE8CTn6Iktnd7JgS65jJTMtpZXlODGTP1BBryWCCTu1yah4u36K7oFM1fpMbdpnUuvdPKS_Ro3hr9bna=w1920-h1080-k-no
Risers GuestHouse,Kotei,Guest house & Hotel,Guest house,1.97,5,5,,,+233 54 494 9522,,Air-conditioned | Free breakfast | Laundry service | Parking,Agriculture & Natural Resources,,6.6641459,-1.5571719,https://www.google.com/maps/search/?api=1&query=Risers%20GuestHouse&query_place_id=ChIJD28kJbmV2w8RYMViY1BJj0M,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFZ6Hx6HMh8kBlIa_7U1CWaAfbQt_45-LubNqrsXYs1u7B4brtFHHTEmWKFqBOC-ZrRdVK6ZK8dVV-Vz1nJPahKJHemYg-c7xiE4WR_C4u1V660v4jNsOp2ST83umHQL3UAVyfSRskN_4wl=w1920-h1080-k-no
Maxie Hostel,Kotei,Hostel,Hostel,1.32,5,4,,,+233 55 772 4145,,,Agriculture & Natural Resources,,6.6674932,-1.5619266,https://www.google.com/maps/search/?api=1&query=Maxie%20Hostel&query_place_id=ChIJYWnwUQCV2w8RlS5cv3pW1do,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEBs_eIPZqu90XEN8IFDC7EzroZBfktOM8RiXO1ppRwlUArg2-JdUR56QVJkfFKuoaMBct6Vc4OSKQYLTldIteTRFcLNwWKLCVtBDh-KHEyXn0sOhKcAeJ9-nBRD22G2Yu1S_R0TpDgx3H1=w1920-h1080-k-no
Nana Adjei Plaza,Kotei,Hostel,Hostel,1.59,5,4,,,,,,Agriculture & Natural Resources,,6.6679342,-1.5587651,https://www.google.com/maps/search/?api=1&query=Nana%20Adjei%20Plaza&query_place_id=ChIJS7m2aLqX2w8RQQu9yCNvV10,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEMjGFOiWuyvXya1tVsHp7AMMPkqUl4cuWK0YQCLxPJyUar04dah4IvfeMYM-dnkzwz-on8L_omx-PVpcAzaSAF4_-dXp3OIHCbKlxD5CN5AadKTnXV7MDWwJ_N6DLamMdy3jcZDA=w1920-h1080-k-no
Selma Hostel,Kotei,Hostel,Lodging,1.68,5,3,,,+233 24 746 3151,,,Agriculture & Natural Resources,,6.6687192,-1.5575867,https://www.google.com/maps/search/?api=1&query=Selma%20Hostel&query_place_id=ChIJpchMG4eU2w8R0HWChVdukNU,https://lh3.googleusercontent.com/gps-cs-s/APNQkAERqWPsarft6RN9FHS4aAB68zNmZHP4vk5pxpT3TUZrhzu1R0-sdh_QyyKWW2przD2gb6DeIYNGiVSa2EYuXJbSFGsrYuwoz4xniET4XTKQ8mNrmDoz446nB0tAE4Jip1b39go-tA=w1920-h1080-k-no
Dream Guest House,Kotei,Guest house & Hotel,Hotel,2.06,5,2,,,+233 32 229 1396,,,Agriculture & Natural Resources,,6.6597829,-1.5602219,https://www.google.com/maps/search/?api=1&query=Dream%20Guest%20House&query_place_id=ChIJYacxx1yT2w8Rh-SXVrc1-74,
Classic Homestel,Kotei,Hostel,Hostel,1.41,5,2,,,+233 24 126 9006,,,Agriculture & Natural Resources,,6.6647581,-1.5634318,https://www.google.com/maps/search/?api=1&query=Classic%20Homestel&query_place_id=ChIJ9UtkZROV2w8RN5aidEoKhxg,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-U7LHt61kxrlrAwK9Carqs0qAbl50EKfgeCH6DhLrnbS52HhJa_g9502JbDlExld8IvbMHd2RX0KeiUe-XnXHiqIuphA__YQ3xHraqpoyCqExayYcckyE7GZVv9IZmiyHTeqNSfwMzmQ=w1920-h1080-k-no
Nana Akomah Hostel,Kotei,Hostel,Hostel,2.23,5,2,,,+233 24 111 3703,,,Agriculture & Natural Resources,,6.6569432,-1.5619077,https://www.google.com/maps/search/?api=1&query=Nana%20Akomah%20Hostel&query_place_id=ChIJKd1JwSSV2w8RrNqYSfIksAA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEv3Ja-9Q_kgdMWzGTQL-DZTSwAG0Zxl5-Htu307Qys_in7RjzKGrZFweFiqMQtwf2kpdylzJpWG_HGJ_ogYmjc8QYXnpSC1RgaNeGHK4cY_LXizeWWsr2qsk8lDxJFF3R6AfXiwoDm3gw=w1920-h1080-k-no
Merci Hostel,Kotei,Hostel,Hostel,2.07,5,2,,,+233 24 613 5307,,,Agriculture & Natural Resources,,6.6589245,-1.5614174,https://www.google.com/maps/search/?api=1&query=Merci%20Hostel&query_place_id=ChIJN13EHgCT2w8RTVQ63TbukIw,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEI96TO1p4hwnlDabz2yxBvjyXfOCdCXK31A9Ota8NLQaBoYZRatBW4pCCwNalG4pXfsGQAuIWcIIQu1O8q49EbFB6ilaTJZSC3URP7yncwLfq-fz8XgKHxX_9xFuPNHRO4e6E=w1920-h1080-k-no
Enaa Hostel,Kotei,Hostel,Hostel,1.55,5,1,,,,,,Agriculture & Natural Resources,,6.6633053,-1.563246,https://www.google.com/maps/search/?api=1&query=Enaa%20Hostel&query_place_id=ChIJhfwiuGOV2w8ReKiNIEEHnxg,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHEddOTumOY5yuixct9UTzzUoZmoxGsHRq0ygzfy5Mj7GrfG7oiHhMRAa_P2sijnUVWO4t-Icd_KmH0yl3UXCAyWsOdXHs2MPmrUFrlp4EcX0FjRJi8XB_t0w_KX8Qh-l_uWGs=w1920-h1080-k-no
Ama Serwaa Hostel,Kotei,Hostel,Hostel,1.26,5,1,,,,,,Agriculture & Natural Resources,,6.6701969,-1.5610234,https://www.google.com/maps/search/?api=1&query=Ama%20Serwaa%20Hostel&query_place_id=ChIJk9jvg0OV2w8RfUi4e7MNhTE,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHS-7z_sjoU8FKLnEr8UPvNvpbuPe__CMBwMoYPHq_RAIFHF6JlJVvOpUcCI4F8TTNXzWfw2q6cqBzJSs8R2AxhS_xGsR_O5aQChbbLCGdqpm1-HLuaxxW5_WAmFGghZeGMbN5UjUKDo8BF=w1920-h1080-k-no
Partners Hostel,Kotei,Hostel,Hostel,1.65,5,1,,,,,,Agriculture & Natural Resources,,6.6686806,-1.5579055,https://www.google.com/maps/search/?api=1&query=Partners%20Hostel&query_place_id=ChIJsab3iD-V2w8RxH2Fs-W31oo,
PENIEL HOSTEL,Kotei,Hostel,Hostel,1.29,5,1,,,+233 24 980 9797,,,Agriculture & Natural Resources,,6.67041,-1.5606629,https://www.google.com/maps/search/?api=1&query=PENIEL%20HOSTEL&query_place_id=ChIJLzPBjA6V2w8RnZKLcmHXiQI,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEV0d7FvwHYgALkGcq3ZAVNuT5b0mwqLXPYd3PCn0nVANf2Zv4zgCdWmslmUJ5QNkzvt-MzJFb1rIAp6iThG6USQK17ENGSaBIXixzijoFh0rbtvcySI3osKd9jZRS0epSkjWGJq8ym4cs=w1920-h1080-k-no
Alpha Hostel,Kotei,Hostel,Housing society,2.27,5,1,,,,,,Agriculture & Natural Resources,,6.6587972,-1.5584466,https://www.google.com/maps/search/?api=1&query=Alpha%20Hostel&query_place_id=ChIJcw4qBQCT2w8RLnwD-_H7EDA,
St. Michael Hostel,Kotei,Hostel,Hostel,1.42,4.8,4,,,+233 26 925 8524,,,Agriculture & Natural Resources,,6.6672213,-1.5609962,https://www.google.com/maps/search/?api=1&query=St.%20Michael%20Hostel&query_place_id=ChIJy9o1R7CV2w8RSTzcQjDfa70,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEhAOWzjuIjc1Ze2dT4G8kz0F5uKaa5-qDsm41jMBeqKpEiMnutj9PQ4hZC9OeOgEf5qXVPHSZ0JeVR1GxtYbVJt2V45baBFJF8W0qtUl_k8BlPDYeQsjBIdzrtJYce8bp1HNRR=w1920-h1080-k-no
Principle Hostel,Kotei,Hostel,Hostel,2.09,4.8,4,,,+233 54 811 1335,,,Agriculture & Natural Resources,,6.6632266,-1.5564204,https://www.google.com/maps/search/?api=1&query=Principle%20Hostel&query_place_id=ChIJByLSdwCV2w8RHyq3UTes0Bg,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-HTIay88QfA9ksg9IRk8K3oxr0bkw665LzMSi17zQ1MqGAWFV0EOnQhfs1_TUeZTlq1pSEdWeQnbsfJOhB0406y2owVkzbE_ZhcgNFv6yycjdsFSZiRcdrrFT83_gNlw2dw0IRtBt6zeh=w1920-h1080-k-no
